OC-TXH-002-C	Hamlet (LL4) <125 um	TXH	Other-Met	Rock	nan	Ordinary Chondrite	LL4	nan	0.0	125.0	Yes	Particulate Ground Sorted	Starke County, Indiana, USA	Smithsonian National Museum of Natural History	0.0	USNM 3455
OC-TXH-006-C	Ehole (H5) <125 um	TXH	Other-Met	Rock	nan	Ordinary Chondrite	H5	nan	0.0	125.0	Yes	Particulate Ground Sorted	Cunene, Angola	Smithsonian National Museum of Natural History	0.0	USNM 6612, 6719
OC-TXH-011-B	Chateau Renard (L6) 125-500 um	TXH	Other-Met	Rock	nan	Ordinary Chondrite	L6	nan	125.0	500.0	Yes	Particulate Ground Sorted	Montargis, Loiret, France	Field Museum	0.0	ME 1805
OC-TXH-011-C	Chateau Renard (L6) <125 um	TXH	Other-Met	Rock	nan	Ordinary Chondrite	L6	nan	0.0	125.0	Yes	Particulate Ground Sorted	Montargis, Loiret, France	Field Museum	0.0	ME 1805
OC-TXH-011-D	Chateau Renard (L6) <125 um pellet	TXH	Other-Met	Rock	nan	Ordinary Chondrite	L6	nan	0.0	125.0	Yes	Particulate Ground Sorted Pellet	Montargis, Loiret, France	Field Museum	0.0	ME 1805
OC-TXH-021-B	Burnwell (HH) 125-500 um	TXH	Other-Met	Rock	nan	Ordinary Chondrite	HH	nan	125.0	500.0	Yes	Particulate Ground Sorted	Pike County, Kentucky, USA	Smithsonian National Museum of Natural History	0.0	USNM 6847
OC-TXH-021-C	Burnwell (HH) <125 um	TXH	Other-Met	Rock	nan	Ordinary Chondrite	HH	nan	0.0	125.0	Yes	Particulate Ground Sorted	Pike County, Kentucky, USA	Smithsonian National Museum of Natural History	0.0	USNM 6847
TB-TJM-065	Atarra	TJM	Other-Met	Rock	nan	Ordinary Chondrite	L4	nan	0.0	150.0	Yes	Particulate Ground	Manikpur, Banda district, Uttar Pradesh, India	Smithsonian Inst 	0.0	Ordinary chondrite powder studied by Jarosevich, Meteoritics, 323-337, 1990.  Almost all metal removed.  USNM 7073
TB-TJM-068	Burnwell	TJM	Other-Met	Rock	nan	Ordinary Chondrite	Ungrouped	nan	0.0	150.0	Yes	Particulate Ground	nan	Smithsonian Inst 	0.0	Ordinary chondrite powder studied by Jarosevich, Meteoritics, 323-337, 1990.  Almost all metal removed.  USNM 7073
TB-TJM-074	Ehole	TJM	Other-Met	Rock	nan	Ordinary Chondrite	H5	nan	0.0	150.0	Yes	Particulate Ground	Cunene, Angola	Smithsonian Inst 	0.0	Ordinary chondrite powder studied by Jarosevich, Meteoritics, 323-337, 1990.  Almost all metal removed.  USNM 7073
TB-TJM-082	Sao Jose do Rio Preto	TJM	Other-Met	Rock	nan	Ordinary Chondrite	H4	nan	0.0	150.0	Yes	Particulate Ground	Sao Paulo, Brazil	Smithsonian Inst 	0.0	Ordinary chondrite powder studied by Jarosevich, Meteoritics, 323-337, 1990.  Almost all metal removed.  USNM 7073
TB-TJM-083	Schenectady	TJM	Other-Met	Rock	nan	Ordinary Chondrite	H4	nan	0.0	150.0	Yes	Particulate Ground	Glenville, NY	Smithsonian Inst 	0.0	Ordinary chondrite powder studied by Jarosevich, Meteoritics, 323-337, 1990.  Almost all metal removed.  USNM 7073
TB-TJM-085	Uberaba	TJM	Other-Met	Rock	nan	Ordinary Chondrite	H5	nan	0.0	150.0	Yes	Particulate Ground	Minas Gerais, Brazil	Smithsonian Inst 	0.0	Ordinary chondrite powder studied by Jarosevich, Meteoritics, 323-337, 1990.  Almost all metal removed.  USNM 7073
TB-TJM-086	Vouille	TJM	Other-Met	Rock	nan	Ordinary Chondrite	L6	nan	0.0	150.0	Yes	Particulate Ground	Poitiers, Vienne, France	Smithsonian Inst 	0.0	Ordinary chondrite powder studied by Jarosevich, Meteoritics, 323-337, 1990.  Almost all metal removed.  USNM 7073
TB-TJM-088	Andura	TJM	Other-Met	Rock	nan	Ordinary Chondrite	H6	nan	0.0	75.0	Yes	Particulate Ground	Akola district, Berar, Maharashtra, India	Smithsonian Inst 	0.0	Ordinary chondrite powder studied by Jarosevich, Meteoritics, 323-337, 1990.  Almost all metal removed.  USNM 7073
TB-TJM-099	Messina	TJM	Other-Met	Rock	nan	Ordinary Chondrite	L5	nan	0.0	75.0	Yes	Particulate Ground	Upper Camara Valley, Messina, Sicily, Italy	Smithsonian Inst 	0.0	Ordinary chondrite powder studied by Jarosevich, Meteoritics, 323-337, 1990.  Almost all metal removed.  USNM 7073
TB-TJM-121	Rupota	TJM	Other-Met	Rock	nan	Ordinary Chondrite	L4	nan	0.0	150.0	Yes	Particulate Ground	Mtwara, Tanzania	Smithsonian Inst 	0.0	Ordinary chondrite powder studied by Jarosevich, Meteoritics, 323-337, 1990.  Almost all metal removed.  USNM 7073
